review_id,app_id,review_text,label
136518027,2151770,"Fun action roguelike with unique art and interesting gameplay. It starts a bit slow, but gets a lot better once you grab a few perks.\n\nThe main gameplay is typical for the genre. You advance through randomly created floors, defeat enemies, gather coins to spend on better goods in shops, and open boxes with perks. Everything is lost upon death, with the exception of special keys and stat improvements.\n\nThe unique mechanic is the blue and yellow energy. Numerous things are connected to each energy, and you can change at will. Examples include opponents that can only be wounded with the appropriate energy and chests that open only with the matching color. \n\nAdditionally, some weapons and perks are energy-specific; they simply don\u2019t work if you have the opposite energy. Fortunately, most enemies are in neutral energy, so you won't have to continually switch during combat.\n\nThree keys are unique to each floor and are hidden in unique puzzle areas. These challenges disable your ability to switch between energies but give you doors that, after you pass through them, switch between the two colors. The goal is to push boxes and use doors to reach the final room with the key. \n\nYou keep these keys forever because they let you open unique chests that make subsequent runs a little bit simpler. But the most important is the puzzle room that gives you coins at the beginning of each run.\n\nThe reason you want to do that is that items are pricey. It's nearly impossible to purchase anything just by eliminating enemies that randomly drop a chest of coins once you finish clearing out a room. While your starting gun has unlimited ammo, the short range and fun factor just isn\u2019t there because you simply can\u2019t afford a better gun at the start. \n\nThe game's subject is time travel and experiments, therefore each \""floor\"" is set in a different time period. Most enemies show up in all the stages, but there are still enough distinct ones to keep the game interesting. Four floors might not see much, but there\u2019s enough content here to keep you busy for a while. A nice addition is a library that gets filled with all the weapons, enemies and perks you encounter.",1
136516748,1409300,"nice settings, nice writing",1
136516290,2353190,"Entertaining game to play with friends, it is very green, but it is normal being the alpha version, it will remain to be seen how it evolves over time.",1
136520093,2310610,Absolutely loved the game. Definitely a unique approach at horror/puzzle game.\nLooking forward to more content \ud83d\ude03,1
136519395,2207970,"The atmosphere goes hard, was creeped out the whole time despite knowing that there weren't any hostile enemies",1
136519528,2248580,It was so hard but I fapped on these cute anime girls. Can't get what is the puzzle in the screen middle as useless feature,1
136520287,2205260,"ENG: Icehelm usually makes difficult games and this one was no exception, the game is unforgiving, you fell from the tower or into the water and that's it, back to square one. Even so, it is addictive, with interesting mechanics and as you go up there is a lot of abilities to build your playstyle.\nIt's a Roguelike FPS inspired by Smash Bros, what more can you ask for?\n\nESP: Icehelm tiende a hacer juegos dif\u00edciles y esta no fue la excepci\u00f3n, el juego no perdona un error, te ca\u00edste de la torre o al agua y ya esta, a empezar de 0. Aun as\u00ed es adictivo, con mec\u00e1nicas interesantes y a medida que vas subiendo hay bocha de habilidades con las que ir armando tu estilo de juego.\nEs un FPS Roguelike inspirado en Smash Bros, que mas podes pedir?",1
136518660,1685730,Review at: https://www.youtube.com/watch?v=t0f9M-Vzy8g\nThis is fun and relaxing game where the game slowly introduces puzzles with an adventure feel. It runs very smoothly for this type of game. I so far found the story very interesting and I wonder how it will end.,1
136519796,1409300,I made the music :3 definitely not biased,1
136523105,2103530,bruh.. this is basically a p2w game :D,0
136521058,1934040,\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u287f\u283f\u281b\u281b\u281b\u280b\u2809\u2808\u2809\u2809\u2809\u2809\u281b\u283b\u28bf\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u28ff\u28ff\u28ff\u287f\u280b\u2801\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2809\u281b\u28bf\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u28ff\u28ff\u284f\u28c0\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u28c0\u28e4\u28e4\u28e4\u28c4\u2840\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2819\u28bf\u28ff\u28ff\n\u28ff\u28ff\u28ff\u288f\u28f4\u28ff\u28f7\u2800\u2800\u2800\u2800\u2800\u2800\u28be\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u2846\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2808\u28ff\u28ff\n\u28ff\u28ff\u28df\u28fe\u28ff\u285f\u2801\u2800\u2800\u2800\u2800\u2800\u2800\u2880\u28fe\u28ff\u28ff\u28ff\u28ff\u28ff\u28f7\u28a2\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u28b8\u28ff\n\u28ff\u28ff\u28ff\u28ff\u28df\u2800\u2874\u2804\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2819\u283b\u28ff\u28ff\u28ff\u28ff\u28f7\u28c4\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u28ff\n\u28ff\u28ff\u28ff\u281f\u283b\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2836\u28b4\u28ff\u28ff\u28ff\u28ff\u28ff\u28e7\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u28ff\n\u28ff\u28c1\u2840\u2800\u2800\u28b0\u28a0\u28e6\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2880\u28fc\u28ff\u28ff\u28ff\u28ff\u28ff\u2844\u2800\u28f4\u28f6\u28ff\u2844\u28ff\n\u28ff\u284b\u2800\u2800\u2800\u280e\u28b8\u28ff\u2846\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u28f4\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u2817\u2898\u28ff\u28df\u281b\u283f\u28fc\n\u28ff\u28ff\u280b\u2880\u284c\u28b0\u28ff\u287f\u28bf\u2840\u2800\u2800\u2800\u2800\u2800\u2819\u283f\u28ff\u28ff\u28ff\u28ff\u28ff\u2847\u2800\u28b8\u28ff\u28ff\u28e7\u2880\u28fc\n\u28ff\u28ff\u28f7\u28bb\u2804\u2818\u281b\u280b\u281b\u2803\u2800\u2800\u2800\u2800\u2800\u2800\u28bf\u28e7\u2808\u2809\u2819\u281b\u280b\u2800\u2800\u2800\u2800\u28ff\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u28e7\u2800\u2808\u28b8\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u281f\u2800\u2800\u2800\u2800\u2880\u2883\u2800\u2800\u28b8\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u287f\u2800\u2834\u2897\u28e0\u28e4\u28f4\u2876\u2836\u2816\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u28c0\u2878\u2800\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u28ff\u2840\u28a0\u28fe\u28ff\u280f\u2800\u2820\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u281b\u2809\u2800\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u28ff\u28e7\u2808\u28b9\u2847\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u28f0\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u28ff\u28ff\u2844\u2808\u2803\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2880\u28e0\u28f4\u28fe\u28ff\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u28ff\u28ff\u28e7\u2840\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2880\u28e0\u28fe\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u28ff\u28ff\u28f7\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2880\u28f4\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u28ff\u28ff\u28ff\u28e6\u28c4\u28c0\u28c0\u28c0\u28c0\u2800\u2800\u2800\u2800\u2818\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28f7\u2844\u2800\u2800\u2800\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28e7\u2800\u2800\u2800\u2800\u2819\u28ff\u28ff\u285f\u28bb\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u2807\u2800\u2801\u2800\u2800\u2839\u28ff\u2803\u2800\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u287f\u281b\u28ff\u28ff\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2890\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\u28ff\n\u28ff\u28ff\u28ff\u28ff\u283f\u281b\u2809\u2809\u2801\u2800\u28bb\u28ff\u2847\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2880\u2808\u28ff\u28ff\u287f\u2809\u281b\u281b\u281b\u2809\u2809\n\u28ff\u287f\u280b\u2801\u2800\u2800\u2880\u28c0\u28e0\u2874\u28f8\u28ff\u28c7\u2844\u2800\u2800\u2800\u2800\u2800\u2880\u287f\u2804\u2819\u281b\u2800\u28c0\u28e0\u28e4\u28e4\u2804,1
136523013,2248580,"I liked the type of puzzle itself, it seems to be easy, but the brain makes it work, especially at the last levels. The girls are beautifully drawn! It would also be cool to make animations for each.",1
136522499,2248580,"good relax puzzle anime game, very colourful, goodjob devs!",1
136522715,2299240,Secret Word: Life,1
136522792,2349550,"Thank you once more Kind Watcher.\n\nMy gifted word, was Strength.\n\nCombining the two from the first and second I get\n\nGarden, Strength.\n\nThank you for the soul poking questions <3",1
136521161,2349550,Secret Word: Proud,1
136524623,2008820,my favourite part was then the night said its morning time then the sun proceeded to rise and it became morning,1
136524365,2008820,"Really good game, enjoyed every second of it",1
136524320,2008820,i can confirm that the game contains a knight that is mourning.\n10/10 recommended,1
136524708,1118110,not good,0
136524655,1118110,"this game is very very fps hungry, i have a powerfull pc, way higher than what it says to be able to play it and even on medium settings im struggling at 26fps. its only just came out  so its a no from me atm but lets see what they can change up",0
136523891,1118110,"----GREAT GAME, Highly Unoptimized and bugged ----\n\nGreat Game if want to learn how Mining works in modern times , really cool mining machines and everything \n\nVery Buggy as my vehicle was halfway inside the wall and I had to drive it in order to go somewhere but in that state it wont even allowed me to get inside , lol \nThis game is perfect except for the fact that its highly unoptimized  \nYou will get crazy FPS drops \nThe gameplay gets choppy when you are in the outside world , when you are inside the mine then its ok \n\nRating - 7/10\n( GREAT GAME, Highly Unoptimized and bugged ) \n",1
136523357,2371750,"This game is a lot of fun, building up your little economy with a rocket ship, the controls feel nice, the style is very simple and easy to look at and it looks like there's even more content coming. Consider me hyped.\n\nCannot wait for the lore update",1
136523159,2207970,"This game is about the vibe and it does the vibe wonderfully. I'd love to see this kind of gameplay either in bigger games or just more smaller photo sims because i really like taking pictures of spoopy things. I do wish the ghosts photos maybe showed something once developed, that would be fun\n\nI would appreciate if there was better controller support as i like to sit back and chill while gaming since I play at my desk where i draw all day.",1
136523648,2283910,"At 80 cents a minute, I would recommend that you look somewhere else. The only interesting this is the inclusion of a full length movie inside the game. Everything else looks like a mish mash of Unity assets from the store with unmodified enemy bodies. The gun play isn't terrible but honestly, I have no idea who this game is for.\n\nhttps://youtu.be/4xAegjFvb3Y",0
136524866,1934040,Kinda fun not worth 10 dollars wait till better.,0
136525640,2205260,"Very addictive arena brawler with roguelike elements. It's very enjoyable, simple to learn, and has that \""one more run\"" quality to it. While the mechanics are simple to understand, it is not an easy game. If you touch any water, including innocuous looking fountains on the stage, it's a death. I haven't been able to unlock any of the other characters yet. I do not believe this game features meta progression of any kind (at least not at first), so a fair warning. \n\nThe game can also be very RNG-reliant on a good run Yes, this game takes a lot of skill and being able to utilize the mechanics will get you far. However, there are a lot of things tied to RNG. One of the big ones are your abilities. Take the starting character: You have a shield parry, kick, and spear. The spear is, to me, far and away the most useful of the three. But since abilities are randomized every time you use one, you'll end up having to \""reroll\"" by wasting abilities a lot of the time to get what you need in a given situation. It doesn't help that I find the shield parry incredibly underwhelming and almost useless. I wish there was a mechanic where you can \""remove\"" abilities during the run. Distribution of XP can also be a little randomized. There are times I will leave the first floor at level 2, and times at level 3. I think if you kill enemies too early before they drop their loot, you can end up missing out on some (I'm unsure on that). Stages can also have breakables that have loot in it, which adds to the random nature of what level you are when you finish a floor. RNG also dictates whether or not you have a healing skull available to take away your pain percentage (your damage). \n\nThe stages have a set layout, but are randomized in terms of what floors you will come across them. It's entirely possible to come across two floors with the same layout back to back. There's also a bit of wonkiness with one hazard in particular: The fountain. The fountain usually situates itself in the middle of the arena and is a one hit kill to anyone (including you) who touches the water. Yet, I always have a hard time utilizing the hazard. Whenever you punch or kick an enemy into the fountain, they almost always stop just before they fall in. This causes you to waste another offensive ability, that is if you have the time and/or the opportunity to with the ability in hand. I kinda get it, but it seems counterintuitive when I can get flung/run into it no problem but the enemy typically gets a free stop gap before falling in. Also, it's inconsistent because there are rare times enemies can and will run/get knocked into the fountain without any issue and die.\n\nThe game runs pretty stable. The options aren't really fleshed out, just some basics. I only ran into two glitches, both of which happened the same time. First, I had an enemy stop fighting or moving. He stood there until I hit him again. The same enemy also ended up being kicked through a wooden panel set up on the wall, and he went through the wooden panel. These weren't game breaking and has only happened the once in my playtime both in the main game and the demo before release. \n\nI do wish there was more content. It's a cheap game, and a really fun one. But, many cheap action roguelikes, especially in the survivor-like camp, offer quite a bit of content with meta-progression at the same price. So far, beyond unlocking three other characters, I don't see much else in the way of content. The mechanics are solid, and I still recommend it for the price. It does need some RNG-tweaking and hopefully some content updates to really flesh out an otherwise solid game.",1
136523261,2205260,Fun game. Very tough but it was worth the entry price just to try an interesting and unusual game .,1
136526129,2349550,"Those damn mirrors, never could trust those. Fitting, with my gifted word being \""victorious\""",1
136526364,2355710,"My Worst Gaming Experience;\n\nThe gaming world has always been exciting, and the release of new games is an exciting event. Unfortunately, not all games are good enough to avoid disappointment. This was one of my worst gaming experiences, and here's why.\n\nThe game starts off with bad music choices. There's not only unpleasant music, but also a music selection that doesn't match the game's atmosphere. This is the first point that begins to affect the game's quality and atmosphere.\n\nThe game story was another disappointing factor. The game comes with bad art design and weak choices. Making it difficult to enjoy the game. This made it difficult for players to enjoy their game experiences.\n\nIn addition, the game's developers had many mistakes and issues. There were Turkish words in the English version. The game performance was poor, and there were many errors in the game. \n\nAs a result, this game was one of the worst games I've played. It had many problems, such as bad music, disappointing story, problematic controls, weak graphics, and developer errors. I do not recommend this game, and you can definitely spend your time with better options in the gaming world.\n\nYou can eat Subway or McDonalds for 3 dollars.",0
136525365,1409300,"To be honest, the story managed to make me really hooked at the beginning and managed to make me play this game until the end. NEO SURABAYA's beautiful visuals make me enjoy this game even more. \n\nWhat makes this game great is that they can apply a futuristic setting but still give us a closeness to the local culture. \nThe cyberpunk and futuristic atmosphere is well delivered through the visuals and music.\n\nIt's a shame that the story phase in this game feels rushed at the end, The action in this game also feels lacking, because when encountering an enemy it feels stiff and awkward.\n\nBut overall I recommend this game",1
135860742,1117160,"a frustrating experience,many bugs and bad UI,hard pass",0
132599383,1117160,"played a few games with it and all i can say is taht this is a VERY rough diamond of a game, it almost have elements of 4X as you go to war with other nations and grab lands and make alliances with other, trade is also very crucial to your nation as some resources are scarce in your region while sometime there are overabundance for it. for a free game.. this feels really good\n\nthe 2 main issue from this game from the hours i played is that first off, there is perfomance issue such as delayed notification meaning you have to refresh the game a few times and secondly is that the game doesn't run on real time, how it works is that the game update every 30 seconds however you can set how many years lapsed in those 30 seconds meaning moves took a full minute to get throught and stuff like that\n\nbut as a free game? yea i do recommend this as some sort of time waster or if you are bored",1
132352179,1117160,i find this game's controls and gui un-intuitive and the pace is painfully slow.,0
131059424,1117160,"It's a good game- But I don't understand why the developers put some options into the game that punish you for selecting them. Like, zero good- Purely penalties, with nothing that will be beneficial as an outcome of choosing it. At times it feels like it's the developer's ideology / views on things that you need to conform to, unless you're willing to be punished for it.\n\nAn example of this:\nAll of these options cost the exact same.\nHow is it Socially Acceptable to Discipline a Child?\nCalm Voice & Repetition (+1% Research Speed)\nRaised Voice - Emphasis (-2.5% Who Leads Options Cost)\nGrounding (Peasant Rebellion Yearly +0.1%, +976 Years as Common Souls, +4% Charge Dmg)\nA Slap on the Behind (+2% Melee, +0.1% Peasant Rebellion Yearly, costs less)\nBelt Slaps (Common & Noble Soul Length increase, Peasant Rebellion, Siege bonuses)\nWorse...  (So many penalties that I'm going to just say LOUD INCORRECT BUZZER NOISE)\n\nYou see what I mean? All of these except grounding cost the same, but some in particular are just flat out worse with no benefit. All I'm getting from this is that the developer was grounded as a child, and is still salty at his parents for it. Why even have the 'Worse...' Option? Why even have the belt slaps option? Why have the slap on the behind, or grounding option? They're all *clearly* the incorrect choice to what you're trying to show as a free choice question.\n\noh btw circumcisions result in peasant uprising",1
131006091,1117160,"its fun but EXTREMELY slow paced, don't get i you don't like waiting hours to do anything.",1
130805313,1117160,What was with this ui? I couldn't even read the text without having to highlight it and even then...... lol,0
130760503,1117160,.,1
129636582,1117160,"It's a long, drown-out game with frankly very little substance; save your time",0
128028230,1117160,"Lovely game, but the single player is pretty rough currently. Saves work weird or don't work at all, and trading with AI empires is made extremely difficult, making conquest pretty much the only way to get any resources.",1
127519285,1117160,"Imagine playing an intricate time based empire builder and then making a review where you complain about how much time goes in, or how intricate the devs have created this masterpiece. Shame, just, shame. This is not a game where you just pound it out in one night or two.... to be clear this is a round based format scheduled around each month. Each \""sim\"" is around one month long and as such the game is formatted to fit that timescale. You log in, and then come back in another 8 hours. As for the amazing level of detail in this game, all I can say is that this game will actually change your life if you let it. The amount of unpacking you can do as a thought experiment for each and ever decision you make for your nation is unbelievable... and we are just in early development. Give this team another 2 years and the sky is the limit. On top of all of this you can even add your own decisions and format your stats to how you want to play. As a side benefit, if you enjoy worldbuilding (such as for writing or playing DnD / other roleplaying games) Mind of Nations will give you so many cool ideas to jump off of its truly an endless well. As an added side benefit, the community has great roleplaying matches which has given me some of the best storytelling I have ever taken part of in any online MMO. 10/10\n\nI wanted to edit in that this works on mobile as well, which is where I log most of my hours. Its really easy to just quickly check how your country is doing throughout your day.",1
98334592,1117160,Grand Strategy and MMO's do not mix because they always end up putting you against people who are in a timezone opposite of yours and you lose days work of progress in a few hours to some dude who just woke up as your going to sleep,0
97900155,1117160,Good game to play every now and then,1
97660655,1117160,This game is super cool! Would recomend!,1
97588528,1117160,clunky as hell. takes like 2 seconds for it to process anything..,0
97571972,1117160,The game is quite buggy and has a high enough cheater population to ruin the experience while playing some of the sims,0
97016538,1117160,"really refreshing strategy! many things i missed in other games are found here. it's still developing, but it has a cool (small) community, and many players are doing their best to offer you a challenging sandbox :)\n\ntry it out! ;)\n\n(and enjoy having fun trying out things, trying to understand the game, asking a lot of questions, realizing you went the wrong way, creating a new nation, calculating years vs real time, ...)\n\noh and: there is cooperative translating too if thats your hobby :p",1
96944476,1117160,"Every time you try and do something to someone, they just open a peaceful context, its incredibly lame.",0
96834688,1117160,crap,0
96378986,1117160,this game is pretty good bro keep  it up i  already have an ally im happy you made a game like this,1
96299689,1117160,"made elite units, named them \""Spartans\"", made 300 of them, let's gooooooo",1
64838098,1117160,"Give it a year, then maybe",0
64824904,1117160,This game is so boring and hard to learn.  Honestly making your countries banner and naming the country was more fun than the actual content.  I have no idea how this game is even rated positively.,0
64806386,1117160,"It's a good game, It's not perfect, but no game is so, just go play if you want to",1
64793351,1117160,gud strat mate,1
64722416,1117160,Its fun,1
64716474,1117160,good army game,1
64706036,1117160,"this is a very slow paced game, start with a territory of one \""state\"" and you can go ahead and colonise other places with a wait time of 9-13 hours on average. The game will drop you in with absolutely no tutorial and no way of helping you understand the mechanics so if you'd like an Early access game thats slow as hell, resets your progress every month and  screws you over by explaining absolutely no aspect nor mechanic of the game then this is the game for you!",0
64686469,1117160,is bad,0
64636530,1117160,"It looks quite interesting, but there are just too many bots... \nIt isn't very fun to play a long-term game knowing that you're alone in the game, lol. It's preferable to play with one or two human players than 20 bots..\n\nThe latest patch improved the game performance by a great measure, but it makes steam overlay very laggy.\nThere are still bugs like, wrong cost numbers on instant construction and non-functional custom option. Also I think proposals should have a valid dates, otherwise you can just keep delay signing pacts until you want to. (or am I missing something?). And the game is excessively spiritual... they probably has pope as developer.\n\nHowever, it's very interesting concept. More \""no-microtransaction continents\"" should be added. Need wiki or some sort of documentations that you can look up for game mechanism explanations.\nAnd BOTS, sigh.\n\nps. Love the graphic. Should have the option to set custom map view by default.",1
64633475,1117160,"[h1]Wait time is hidden behind a pay wall.[/h1]\nWait time is increased when you expand your country through Colonisation.\nWait time can be shortened through choices/policy making.\n\nThe game allows you to create your own nation, naming it, making a coat of arms and choosing weather to play on a Free to Play Map or Micro transaction Map.\n\nWait until your nation gathers enough points to make spiritual, political and day to day life policies active in your nation through a series of questions. The answers to each have displayable effects. And also cost points to implement.\n\nWaiting for these points to gather can be arduous especially if your nation is constantly colonising new provinces.\n\nThree unit types are available to the player. \n\n[u]Explorers[/u] - Self Explanatory, they will reveal information for a province.\n\n[u]Colonists[/u] - Used for colonising a province to your own nation. There are multiple options on how to colonise;\nSome of which lead to rebellions.\n\n[u]Armies[/u] - These can be a variety of units depending on the technology level of the Nation. They are used to suppress rebellions or fight in wars with other players nations.\n\nthese units will be seen belonging to other players nations on the continent you share. \nCompete with each other in gathering land, population size, military victories, government/social decisions and religiously enlightened souls.\n\nReligion is actually a big part of this game. There's spirit points and making spiritual decisions could lead to other bonuses for your nation.\n\n[h1]TL;DR - Conclusion [/h1]\nI would not recommend Minds of Nations.\nit seems as though this game needs serious overhaul to be balanced effectively. \nAlthough it is early access, perhaps closed beta testing would have solved many of these technical issues.\nPeople who actually put a lot of time and money into this game are strange, because the maps reset every 30 days. All of that progress is wiped and you must start over with a new nation. \nWishing a serious political-economic MMO could be made without severe religious overtones or improper balancing.\n[strike]The Wonders are Broken.[/strike] Multiple Players compete in separate continents and the players who focus the most [strike]Money to Waste[/strike] [b]Time[/b] logging into the game will be able to achieve the greatest bonuses/most prosperous nation.",0
136529505,1949030,"Another masterpiece of work by Yuriy \""Ice Killa\"" Ponomarenko. Single-handedly puts whole Rockstar 3D modeling team to shame. The guy defenitly deserve a promotion and stock options.",1
136157894,1919720,"It's not ready for release.\nIs it bad? Not really. Is it good enough to exist in the same universe as Vampire Survivors and get a positive review? No. It lacks content, any sort of meaningful progression and relies on stat grows and grindwalls to extend its playtime.",0
135324018,1919720,"Interesting approach to this type of game. A bit lacking in content so far. Affordable price. So far, so good",1
135116970,1919720,"Requires more content, but for the current price it's a really good and enjoyable game. Great Survivors-Like Game.",1
134857175,1919720,yee,1
134415813,1919720,"There is work behind and it feels. It does not look or play exactly like Vampire Survivor there are a lot of subtil differences in the gameplay, sound and graphic and the meta is quite different.\n\nCrimson Dawn is another good adddition to the Bullet Heaven genre. \nHalfway through early access : 7/10",1
134065412,1919720,"Fun gameplay, interesting roguelite meta progression, relatively well polished.\n\nContent is fairly limited though.  Here's hoping we get more soon!",1
133630087,1919720,Just one more run please...,1
